case,config,y_CH4_biogas,CO2_bio_tpd,CO2_DAC_tpd,CO2_total_tpd,CO2_total_carbon_tpd,H2_electrolysis_tpd,value_type,mode,phi,P1_bar,P2_bar,P3_bar,pressure_order,recycle,purge_p,r_CH4,h_H2_to_CFR,converged,iterations,method,S1_X_CH4,S1_inlet_CH4_ratio_vs_fresh,S2_inlet_H2_to_CO2_ratio,S2_inlet_total_kmol_d,S2_X_CO2_per_pass,S2_xi1_RWGS_CO_formed_kmol_d,S2_xi2_CH4_formed_kmol_d,S2_methanation_to_RWGS_ratio,S3_CH4_formed_kmol_d,recycle_to_S2_total_kmol_d,C_stage1_tpd,C_stage3_tpd,C_total_tpd,C_from_wasteCH4_tpd,C_from_biogasCO2_tpd,C_from_DACCO2_tpd,C_from_CO2_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd,purge_CO2_tpd,purge_CO_tpd,purge_CH4_tpd,purge_carbon_as_CO2_if_oxidised_tpd,H2_net_exportable_tpd,H2_permeate_tpd,H2_stoich_available_tpd,H2_stoich_needed_for_all_CO2_tpd,H2_stoich_surplus_tpd,water_total_tpd,Q1_kW,Q2_kW,Q3_kW,Q_total_kW,closure_C_rel,closure_H_rel,closure_O_rel,tracer_iterations,wall_s
"submitted kin once-through phi=1 (1.01,5,5) bar n=1",submitted,,32.0,10.0,42.0,11.462700811197708,2.52,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,6.7828835873178015,7807.932668338708,0.8109841156046582,574.2160106554436,199.74688001227514,0.3478601716177722,11.599631084466068,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,7.921299197260393,15.769938808122982,9.492359284616118,58.73819813357047,10.210736701874211,6.683096469208171,13.050065193605231,3.847940194051217,9.202124999554014,17.702801110524476,2727.980709243213,-203.04271382518414,-29.227862423399113,2495.7101329946295,0.0,1.1315378564233193e-15,-4.764994325038667e-16,4,0.3817579746246338
"submitted kin recycle phi=1 (1.01,5,5) bar n=1",submitted,,32.0,10.0,42.0,11.462700811197708,2.52,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,95,wegstein,0.8728806831856027,1.236267689666768,3.4259892849161906,25109.07242975772,0.27690485381626695,712.2129884659498,131.85674622696212,0.18513667731751293,106.70994098565586,15977.194288763445,38.7795015377787,0.2543334124107918,39.03383495018949,35.922689866909785,2.3703962539273977,0.7407488293523116,3.111145083279709,0.2714146634831895,11.399415866293957,4.849976966180614,16.369162353530232,0.0298443397473812,30.650891221545177,12.350640769036808,12.060350252157736,13.050065193605237,3.847940194051217,9.20212499955402,19.878558327526946,3372.514408871616,1.9683780983140733,-303.5232207177932,3070.959566252137,-2.360282233052477e-08,-1.4946284897738607e-09,-4.8497147924517024e-08,403,35.06873083114624
2a_y0.55 eq once-through h=0.35,2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.9698161069695571,1.0,2.881281627144317,9591.566876211402,0.6453723211726238,1462.9612709968533,116.90372633838386,0.07990896864872325,134.30942407897282,0.0,34.85150348488499,15.107976532902114,49.95948001778711,34.8516582877732,15.107821730013908,0.0,15.107821730013908,0.5138273373174791,55.355934269934394,40.95917441534278,0.2303644861651428,5.479039437606912,56.35125834099584,7.105517142595004,6.71285298466118,14.219453349028251,9.870201107251534,4.349252241776718,53.24492537496715,3030.936066508513,341.19035223255156,-2332.422901822706,1039.7035169183582,5.015664328311687e-16,-5.029057139659196e-16,-1.8576534549302543e-15,4,0.35276198387145996
2a_y0.55 eq once-through h=0.5,2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.5,True,1,once-through,0.9698161069695571,1.0,2.881281627144317,9591.566876211402,0.6453723211726238,1462.9612709968533,116.90372633838386,0.07990896864872325,351.44123953911065,0.0,34.85150348488499,14.07571623264469,48.927219717529674,34.851641214765706,14.075578502763975,0.0,14.075578502763975,0.4787200400247048,51.57373527001413,35.18850128632886,0.22851500305239406,8.962485153033903,60.13351989740443,5.7012072456183525,5.163733065123984,14.219453349028251,9.870201107251534,4.349252241776718,57.734262032073666,3030.936066508513,341.19035223255156,-2690.3800146624108,681.7464040786535,-1.504699298493506e-15,-6.286321424573996e-16,-2.0434188004232797e-15,4,0.3937489986419678
2a_y0.55 eq once-through h=0.75,2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.75,True,1,once-through,0.9698161069695571,1.0,2.881281627144317,9591.566876211402,0.6453723211726238,1462.9612709968533,116.90372633838386,0.07990896864872325,773.4204358716224,0.0,34.85150348488499,10.896484228123125,45.747987713008115,34.851600125625936,10.896387587382181,0.0,10.896387587382181,0.37059358526059755,39.92499553185434,28.271068135879535,0.22548798254360541,15.732297399796389,71.78241018855326,3.365796936243977,2.581866532561992,14.219453349028251,9.870201107251534,4.349252241776718,63.11622380915185,3030.936066508513,341.19035223255156,-3276.8975455187388,95.22887322232555,-1.8390769203809516e-15,-2.5145285698295983e-15,-1.8576534549302543e-16,4,0.37442994117736816
2a_y0.55 eq recycle h=0.35,2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,133,direct,0.969816106969557,1.0234074791527945,1.0271422470864036,14641.21699381237,0.43253444971598765,3118.473785875567,-36.056357287285856,-0.011562180657280206,13.851998491688043,4911.695790700531,35.66728932615097,26.69468561339099,62.361974939541966,35.91683423153803,26.44514070800393,0.0,26.44514070800393,0.8994173003765795,96.89652796757514,10.836409126722538,0.04027296608501171,0.0029567342087740314,10.907796747524266,5.7083397198445756,5.694474677666675,14.21945334902825,9.870201107251534,4.349252241776716,79.23452525800013,3101.882639298763,1351.9764177959244,-3896.7987779042846,557.0602791904025,-6.325044462476134e-09,2.6141592208233867e-10,-1.4294995361018017e-08,64,56.31446313858032
2a_y0.55 eq recycle h=0.5,2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.5,True,113,direct,0.969816106969557,1.0891873536959877,1.5651318509121528,13016.363021223631,0.5173590804818906,2565.9966312348834,12.29628100765683,0.004792009801563636,156.88746845470243,2899.161527681279,37.95981685302838,25.75640466207227,63.716221515100656,35.93348273701147,27.78273877808917,0.0,27.78273877808917,0.9449099244646363,101.79756480600501,5.873028887557992,0.02662041973125808,0.011265770993177406,5.945761226479074,5.2505353199667555,5.226235201099054,14.21945334902825,9.870201107251534,4.349252241776716,83.27705660028074,3301.2572335021337,1020.5581141258946,-3863.397143589486,458.4182040385426,3.7255453483008225e-09,-8.683837664670859e-10,9.35785534460365e-09,41,45.40742301940918
2a_y0.55 eq recycle h=0.75,2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.75,True,87,direct,0.969816106969557,1.7299877828931642,4.095548826190794,15328.283933912518,0.7058996598933902,1878.598323787313,189.14973208717976,0.10068662879771338,1844.4580738259124,1434.4608182654572,60.29267524430967,4.667659799838889,64.96033504414856,35.93348465726364,29.026850386884913,0.0,29.026850386884913,0.9872230101428516,106.35606183302124,1.1145951735438153,0.012512885648591678,0.09220898310229442,1.3872557791138413,4.793217033261173,4.718205297687948,14.21945334902825,9.870201107251534,4.349252241776716,87.15774202764212,5243.482365789994,352.6853456480902,-5124.633156530301,471.5345549077838,-2.0572486217114753e-09,-4.655422333656789e-09,1.6818999327325755e-09,19,60.97016906738281
"2a_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6443362301944364,9301.548966255454,0.5704021134832296,1396.3252906946398,0.0,0.0,5.074278222043802,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,46.256319333832586,38.98508188710552,6.183133852607346,124.47075778858841,10.203222433786868,6.65279771491715,13.050065193605231,9.870201107251534,3.1798640863536973,25.188617826276364,2727.980709243213,569.9969330548491,-12.606516490973014,3285.3711258070894,-3.3437762188744577e-16,2.514528569829598e-16,-9.288267274651272e-16,4,0.3611149787902832
"2a_y0.55 kin recycle phi=0 (1.01,1.01,1.01) bar",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,302,direct,0.8728806831856026,1.1474030645651359,0.6228465773482187,58899.858226986435,0.10891358429485387,1737.2769914070377,0.0,0.0,5.786070927296294,48772.32403921461,35.99197752935636,0.22016008462568143,36.212137613982044,35.922689921172,0.2894476928100468,0.0,0.2894476928100468,0.00984431375661573,1.060553119047319,31.276502528698376,47.98577670432767,0.018619334471385588,106.72229675419196,11.027921035384228,10.74230306479731,13.050065193605237,9.870201107251534,3.1798640863537035,31.72657665486665,3130.0934258602315,709.1775559519224,-43.28726233794036,3795.9837194742136,-8.675639294968771e-08,7.92541687281742e-12,-1.242108771700514e-07,482,115.6820011138916
"2a_y0.55 kin once-through phi=0 (1.01,5,5) bar n=1",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6443362301944364,9301.548966255454,0.6373588776600745,1560.2332093246685,0.0,0.0,25.548063979474648,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,39.04867877617637,42.998991275285775,6.511594797513808,124.4707577885889,9.749223527453532,6.43801277834435,13.050065193605231,9.870201107251534,3.1798640863536973,28.48218155545513,2727.980709243213,636.9061350474859,-64.56252280031981,3300.3243214903787,1.671888109437229e-15,-5.029057139659196e-16,2.600714836902356e-15,4,0.4358682632446289
"2a_y0.55 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,301,direct,0.8728806831856023,1.1564650993436372,0.6460879662542187,57046.71524600395,0.1174441396327448,1779.385734610969,0.0,0.0,29.524042573438066,46868.40119944157,36.27623731756063,1.0199290425745635,37.29616636013519,35.92268992402798,1.3734764361072136,0.0,1.3734764361072136,0.046712871825276746,5.032497250573838,29.423362782774035,46.63524282437477,0.01976401254866995,102.7503532891758,10.760649325715583,10.495564530681257,13.050065193605233,9.870201107251534,3.1798640863537,34.108176382699945,3154.814481922481,726.3668560677083,-207.43445403780336,3673.746883952386,-8.392866204904977e-08,3.665315142454963e-11,-1.200792075180196e-07,459,137.87715601921082
"2a_y0.55 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6443362301944364,9301.548966255454,0.5707016948788016,1356.354075100553,40.704580827788845,0.030010291246974886,4.840333652468132,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,46.22560947677182,37.871044983370325,6.83240427009786,124.47075778858884,9.957049243633643,6.491818864964698,13.050065193605231,9.870201107251534,3.1798640863536973,25.92864385148158,2727.980709243213,464.5373709910386,-12.0292977576828,3180.4887824765688,1.504699298493506e-15,3.771792854744397e-16,1.8576534549302543e-15,4,0.376054048538208
"2a_y0.55 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,303,direct,0.8728806831856023,1.147907656150207,0.6230030019233035,58877.16662098676,0.10892209034081579,1735.9968217494352,1.324370884615064,0.0007628878509584143,5.783476088857242,48746.80491267863,36.00780566294986,0.22004631827598467,36.22785198122585,35.922689921649855,0.30516205957599063,0.0,0.30516205957599063,0.010378770104941188,1.1181314694762943,31.27455721053374,47.95025747265109,0.018683072355815646,106.66471885999992,11.025170292308053,10.739622745200776,13.050065193605233,9.870201107251534,3.1798640863537,31.751011639171317,3131.4699419703597,705.7546096022429,-43.26589211909541,3793.958659453507,-8.484337309951306e-08,1.6581807200884303e-11,-1.2145270855513589e-07,482,116.38927817344666
